X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	y
3.08	2.51	4.8	1.34	5.38	-0.283	8.11	4.49	5.5	1.88	4.94	10.3	3.59	4.68	7.85	7.4	2.14	2.42	5.11	7.69	5.4	5.89	5.89	7.5	2.77	1
3.67	2.49	5.99	-0.759	4.11	-1.87	8.17	5.23	6.25	0.908	3.9	8.28	3.32	4.62	7.89	8.06	-0.361	5.7	4.26	6.4	6.4	7.03	6.4	8.1	2.7	1
0.355	1.37	6.24	1.82	5.57	0.41	8.12	3.19	6.12	3.07	3.76	9.14	3.22	4.06	7.24	6.51	3.84	4.22	2.38	8.49	5.76	8.51	5.35	7.61	5.02	0
1.18	1.74	7.84	1.55	5.37	1.06	8.97	3.92	6.43	4.89	6.85	9.27	2.08	3.65	8.24	6.83	2.32	2.6	4.66	6.7	4.72	6.52	6.52	6.91	6.02	0
1.1	1.9	6.61	2.76	4.09	-1.1	7.98	4.94	7.47	-0.36	6.64	11.6	3	4.28	8.56	6.87	2.02	4.68	3.83	6.65	5.75	6.98	5.27	7.67	3.21	1
1.87	3.23	5.63	-0.631	3.86	1.09	5.17	4.04	5.78	0.955	7.07	9.13	3.75	3.96	8.37	8.78	2.13	4.26	2.87	5.49	5.23	8.04	5.26	9.38	3.9	1
2.85	2.64	7.46	0.819	4.53	0.994	8.81	4.02	4.63	2.13	5.05	8.48	3.32	4.57	9.49	7.2	3.23	3.52	3.65	7.61	5.03	8.38	7.12	9.18	4.99	1
4	4.25	5.22	0.266	1.91	-0.43	9.13	5.39	7.26	1.99	7.53	9.14	3.35	1.57	7.08	8.05	2.72	3.09	2.71	7.51	6.04	6.48	5.5	8.38	2.55	1
3.31	2.81	5.41	1.38	3.28	1.73	8.5	4.12	5.37	1.94	6.67	7.88	2.81	3.95	6.92	4.1	2.61	5.58	3.17	7.02	5.11	7.85	5.68	8.88	4.27	1
3.79	4.16	6.01	0.00976	6.47	-0.962	9.04	4.28	4.02	1.93	5.76	9.72	2.22	3.46	7.8	9.57	2.73	3.65	3.84	6.09	3.07	8.33	6.29	6.21	3.12	1
3.07	2.03	6.88	0.246	4.55	-1.96	7.46	4.71	5.21	2.49	6.66	8.93	1.84	3.54	7.74	5.54	2.44	1.19	3.3	6.03	5.57	6.22	5.7	7.01	5.31	1
1.37	2.87	6.68	1.02	4.3	-1.18	8.26	3.29	6.17	1.02	5.99	8.13	3.9	6.42	7.39	6.71	0.661	6.4	2.25	5	4.8	7.26	5.21	6.32	5.79	0
3.59	4.41	5.89	0.138	5.04	-1.93	7.51	2.12	6.1	2.3	6.28	9.57	4.77	5.79	5.46	7.75	2.25	2.64	4.29	4.72	4.34	6.51	5.46	8.39	3.39	1
2.38	1.92	6.61	0.00273	4.51	0.339	8.5	4.38	5.45	0.945	7.99	8.81	1.81	3.97	8.52	5.28	1.82	4.38	2.47	8.25	4.61	7.19	5.9	9.15	4.03	0
3.41	3.12	3.39	1.24	3.81	-1.52	7.65	4.7	5.48	2.59	7.08	10.4	1.59	4.47	7.64	5.98	1.9	3.97	4	5.89	5.84	5.17	5.97	7.24	4.76	1
1.09	1.03	4.86	0.0487	5.8	-1.06	8.5	3.66	5.48	-0.854	4.81	9.34	4.13	4.65	8.54	6.21	0.593	4.38	2.76	8.92	6.39	7.45	5.17	7.08	4.15	0
2.8	2.72	4.28	0.339	3.72	-1.46	8.65	3.59	4.58	1.19	5.99	8.45	4.11	4.65	9.03	3.43	3.88	4.06	0.278	6.31	6.8	6.92	4.72	6.43	4.88	1
3.89	3.89	4.03	2.05	1.9	-0.353	10.5	4.15	5.75	3.61	6	9.44	2.11	3.71	8.8	9.23	1.29	5.11	3.62	6.84	4.87	7.34	6.08	6.81	2.45	1
2.3	2.42	4.94	0.379	3.71	1.61	5.68	2.99	4.74	1.52	5.72	9.14	1.86	2.97	6.72	5.45	3.73	2.44	2.03	6.52	6.13	7.28	5.33	7.01	5.28	0
4.43	3	5.61	-0.0195	3.66	-1.65	6.79	4.59	5.35	1.84	9.1	9.03	2.9	2.03	6.19	5.17	3.42	3.41	3.95	6.44	4.09	8.05	6.41	8.35	4.58	1
3.54	2.22	4.6	-0.164	5	-1.1	7.84	3.48	5.8	0.51	4.92	10.4	2.43	3.96	8.4	8.17	1.57	3.44	3.58	5.51	5.18	6.72	6.02	6.83	3.25	0
2.08	1.88	4.14	0.354	4.16	-0.281	6.98	3.26	6.32	2.69	6.49	10.5	0.933	3.22	7.46	8.24	2.94	2.99	3.33	7.65	5.76	5.99	6.67	8.38	3.64	0
3.28	2.54	7.21	0.306	5.97	-0.456	8.63	2.48	6.47	3.09	5.34	8.32	3.62	4.18	7.51	6.75	3.87	4.07	2.48	5.7	5.75	7.63	5.13	8.9	3.93	0
1.45	2.1	6.44	2.19	5.98	1.89	7.46	3.33	6.91	4.02	6.84	9.49	2.46	3.23	8.45	7.58	1.73	3.65	3.55	8.78	5.57	7.41	5.72	6.06	3.22	0
1.87	3.54	6.29	2.85	3.53	0.463	7.48	3.39	6.26	2.03	6.64	8.12	2.82	3.86	7.76	5.96	2.95	4.8	3.5	7	3.55	6.14	3.47	6.75	4.11	1
2.19	2.15	6.44	1.58	6.14	-1.25	8.29	2.62	4.78	0.366	6.31	9.07	2.64	6.5	6.15	6.7	1.63	1.31	3.54	6.74	5.02	5.68	3.78	6.95	4.72	0
3.05	2.35	5.47	0.921	6.12	0.541	10.1	2.42	4.26	0.307	6.11	8.09	2.56	3.93	8.33	6.38	2.83	4.46	2.81	5.49	5.49	8.99	6.71	9.72	4.67	0
2.38	3.77	3.82	0.683	4.44	-0.426	9.08	3.49	5.02	1.26	5.85	10.3	1.99	5.14	8.19	7.63	2.68	3.37	2.85	8.09	5.18	6.78	4.4	6.9	5.2	1
3.71	2.37	3.45	0.468	5.78	0.588	8.78	3.5	6.82	1.8	7.14	9.83	5.09	3.46	9.23	5.97	2.04	5.06	3.53	6.84	6.6	6.76	2.57	6.16	3.54	0
3.33	2.35	4.8	2.99	3.22	0.645	9.05	3.51	5.49	0.997	6.1	9.87	1.39	3.63	7.95	7.68	3.21	3.79	4.63	7.66	6.46	7.19	8.37	6.41	2.68	0
2.67	1.11	3.66	0.902	4.76	-0.712	9.47	4.66	5.48	1.14	6.72	8.28	2.53	4.25	6.69	6.83	1.57	3.72	5.02	5.97	5.23	8.43	4.63	8.05	3.99	0
4.66	3.67	5.17	-0.0476	5.08	-0.78	9.08	3.26	5.97	1.52	7.68	8.96	2.9	4.55	9.24	6.04	3.6	3.96	3.04	5.45	4.9	7.47	3.71	6.84	3.12	1
3.23	3.03	4.84	1.57	4.65	0.824	7.08	3.73	5.66	1.37	9.53	8.38	4.59	5.35	7.84	6.64	0.439	2.56	0.767	8.07	6.29	5.87	5.49	6.8	4.02	1
1.88	2.27	4.52	-0.122	3.9	0.479	9.59	2.82	5.19	2.36	6.44	8.77	2.84	6.22	7.94	7.45	1.93	2.82	2.73	6.39	5.03	8.43	3.05	7.51	5.19	0
2.8	2.13	4.32	-0.0205	2.88	1.12	7.47	5.17	4.45	2.92	4.69	10.3	2.08	4.28	7.08	8.66	2.44	3.19	4.84	6.28	6.74	6	5.36	6.96	2.52	1
1.12	2.08	5.88	3.77	2.09	-0.513	7.19	2.07	6.19	0.765	4.98	9.35	3.93	3.28	8.22	5.35	1.01	4.74	3.17	7.11	5.56	7.21	5.75	9.53	5.05	0
4.28	3.13	4.48	-0.202	4.25	-0.436	8.32	6.07	6.83	1.93	5.72	9.07	2.37	3.16	5.78	6.7	4.02	3.01	3.91	7.23	6.26	7.66	6.76	8.5	3.39	1
3.4	1.84	5.76	0.109	4.01	-0.463	7.21	4.47	5.05	1.19	2.94	11	2.95	4.51	7.38	8.23	2.74	3.55	3.54	7.27	4.55	5.19	5.13	7.6	5.21	0
3.67	2.69	4.15	0.65	5.52	0.177	8.13	4.41	4.67	0.173	5.52	9.56	1.45	3.55	8.05	6.75	3.33	3.42	3.65	5.83	6.03	6.02	4.27	7.29	4.13	1
6.3	2.03	6.55	-1.47	3.78	-1.28	7.14	3.94	2.73	1.9	4.52	7.97	3.29	4.08	8.7	5.04	2.09	4.3	1.66	6.93	5.12	6.13	4.71	8.74	6.13	0
3.2	2.16	6.8	-0.594	6.5	-1.98	6.61	4.98	6.55	0.238	6.86	10	2.9	3.12	6.55	6.62	1.47	4.98	4.66	7.56	5.87	8.12	5.3	6.27	4.27	1
4.27	4.38	7.46	1.81	3.64	-0.739	8.53	3.15	5.34	0.568	6.81	8	2.73	4.87	7.76	6.25	2.37	4.22	4.17	7.82	5.45	8.16	4.11	8.08	5.59	1
2.94	4.41	4.66	0.459	5.78	-1.62	8.86	3.4	3.92	2.69	7.17	8.99	2.65	3.45	9.4	4.53	2.6	2.83	4.49	7.09	7.11	7.91	6.43	8.67	5.55	1
2.28	1.86	6.17	-0.385	4.42	0.96	9.24	4.27	5.01	1.31	5.96	8.5	2.71	4.25	7.74	8.1	3.11	3.78	3.58	6.09	7.61	7.64	5.61	8.74	3.49	0
3.23	1.79	5.53	1.22	4.17	0.737	8.65	3.6	6.39	3.69	7.09	5.99	2.1	4.64	7.83	7.17	1.1	2.94	4.29	7.04	3.81	7.72	5.66	8.63	3.51	0
4.93	3.89	5.59	0.167	4.77	-1.82	9.22	2.73	5.5	0.883	7.55	10.3	3.93	2.74	8.34	5.58	1.06	2.27	3.27	6.66	4.72	6.35	5.27	9.46	6.56	1
3.91	3.64	5.86	-0.859	4.51	-0.671	9.97	3.64	7.27	0.451	7.24	7.35	4.49	4.75	6.84	7.65	1.09	3.7	3.47	6.74	4.92	8.52	5.83	7.97	5.02	1
2.88	2	6.05	-0.238	4.78	0.796	7.31	2.52	7.05	0.897	4.94	7.08	2.41	2.41	8.85	6.05	1.91	5.07	3.6	6.98	5.16	9.54	4.92	8.66	4.2	0
3.1	3.58	5.19	0.568	2.82	-0.206	9.17	5.14	5.86	0.807	6.08	8.89	4.9	2.74	7.08	6.7	2.28	3.12	2.7	6.83	4.44	5.58	4.39	7.88	2.27	1
3.72	4.94	4.87	0.742	4.98	1.36	8.37	4.04	4.31	2.27	6.39	8.81	-0.123	2.35	6.84	6.29	2.47	3.39	2.41	6.78	5.15	4.24	5.52	7.87	6.01	1
3.69	3.29	5.68	-0.205	3.89	0.535	9.24	2.7	5.16	2.36	5.9	6.68	3.13	3.26	7.28	5.17	2.43	5.27	4.8	7.65	5.33	7.72	6.17	6.82	4.77	0
3.97	1.35	5.07	0.15	4	1.04	8.43	3.76	3.91	0.643	6.61	8.99	2.08	5.26	6.76	8.07	2.13	2.9	2.11	5.45	3.86	6.13	6.98	7.77	3.06	0
3.95	3.42	5.96	0.321	6.57	0.521	6.29	4.53	4.07	0.0106	5.98	8.95	3.63	3.88	7.61	6.94	1.93	2.72	4.77	5.7	5.32	7.29	4.96	8.22	5.45	1
4.84	3.44	5.83	1.04	3.66	-0.84	8.79	2.76	7.82	3.33	5.66	9.26	3.78	3.79	7.33	7.6	1.5	3.99	5.08	5.41	5.06	7.08	5.01	6.8	4.35	0
2.9	1.93	5.46	0.965	4.7	0.00183	6.27	5.07	6.05	0.644	5.12	9.85	2.77	4.77	8.87	8.35	3.57	3.95	2.4	7.07	5.87	7.18	4.88	7.42	4.19	1
2.71	2.1	5.96	0.42	5.04	0.524	9.76	2.7	5.21	2.37	5.93	8.22	4.18	4.04	8.46	7.24	3.74	2.88	5.8	7.13	5.43	7.73	4.51	5.5	5.06	0
3.98	4.23	6.26	1.21	2.43	0.194	7.83	3.35	5.1	1.36	5.84	7.41	3.69	2.85	7.21	6.66	2.26	4.34	3.1	7.69	3.68	5.56	5.74	7.69	3.85	1
2.38	1.25	6.16	1.63	4.26	0.324	7.29	3.72	4.06	2.41	8.16	7.87	2.84	3.24	7.94	7.28	2.02	5.02	1.73	8.72	4.78	8.42	4.91	8.23	4.33	0
2.74	2.8	5.24	1.8	3.83	-1.82	7.78	4.49	5.9	1.41	4.95	8.31	3.01	3.43	7.7	7.28	1.58	2.61	3.27	6.15	4.27	7.61	5.35	6.09	4.07	1
4.17	1.96	4.78	1.9	2.62	1.18	9.68	1.44	4.68	1.41	6.46	7.67	3.89	2.06	5	4.83	0.444	3.08	4.5	6.63	4	6.72	6.38	7.01	5.5	0
2.82	3.24	4.06	1.78	4.74	-0.716	8.4	2.4	6.9	2	8.67	9.87	2.46	4.31	7.89	5.31	2.38	4.93	2.33	6.37	5.63	7.77	7.02	6.56	3.48	0
3.53	2.87	5.34	0.464	4.18	-0.295	7.55	3.77	6.47	2.63	7.51	8.15	3.67	4.96	8.31	8.3	3.74	4.19	5.34	8.64	3.39	4.88	6.67	8.08	5.98	1
3.08	3.09	5.98	-0.283	5.51	0.199	8.63	5.42	5.36	0.754	7.08	9.64	0.683	4.28	7.88	7.14	2.82	1.67	4.26	5.48	4.99	7.91	5.06	8.42	3.67	1
4.24	2.11	5	1.29	3.73	-1.11	7.64	4.77	6.15	3.79	4.92	8.16	1.42	1.79	9.02	6.4	0.988	3.41	2.45	6.86	4.75	6.52	5.38	6.43	3.65	1
2.79	2.39	4.78	0.918	2.01	-1.6	8.7	4.28	4.29	1.2	6.14	7.27	1.75	5.08	8.35	7.08	3.62	3.52	4.42	7.42	3.76	5.88	6.59	6.41	4.58	1
2.97	3.11	4.74	0.211	5.12	0.987	9.3	3.15	5.18	1.18	6.3	9.14	1.26	1.94	6.91	8.3	3.95	3.51	2.68	7.7	6.03	6.62	4.3	6.83	5.05	1
1.92	1.36	5.12	0.861	4.08	-1.17	8.94	4.56	4.11	-0.838	7.51	7.81	3.18	4.41	8.65	7.05	2.18	3.59	5.6	6.22	5.53	7.16	6.15	6.84	4.23	0
4.5	2.72	5.18	1.26	3.95	0.149	10.4	3.35	7.19	1.21	7.13	8.04	2.75	4.39	8.17	5.19	1.92	2.43	3.57	7.4	5.58	9.73	4.72	7.85	4.96	0
4.15	4.44	6.39	0.147	3.82	-1.03	7.57	3.46	2.35	2.07	6.1	7.98	3.82	4.05	7.86	7.39	2.56	3	3.31	7.53	3.76	8.37	4.96	8.86	4.63	1
2.26	2.83	6.38	1.14	3.69	1.31	6.9	3.37	5.81	1.22	5.16	9.6	1.22	4.23	8.09	8.04	1.79	2.65	3.38	9.03	4.95	8.11	5.64	6.27	4.81	1
2.63	1.22	6.22	-0.727	3.26	-1.75	6.69	3.69	5.23	1.68	6.76	8.96	1.9	1.85	6.09	7.8	1.53	4.29	4.28	6.29	4.11	6.88	5.02	6.08	4.1	0
3.79	-0.203	4.35	-0.274	4.19	-1.42	7.35	3.19	4.44	1.24	6.17	9.65	2.3	4.43	8.09	6.51	3.11	4.34	2.07	7.96	4.04	6.7	5.68	7.78	3.04	0
3.84	1.22	5.94	0.457	3.84	1.44	7.53	2.84	6.34	2.17	7.3	7.81	2.67	2.85	7.38	7.56	2.12	4.27	3.08	6.79	5.79	7.93	6.1	7.68	5.18	0
3.22	1.21	4.97	1.77	4.4	-0.67	9.96	4.18	5.14	1.13	5.02	8.86	3.14	2.83	7.74	7.26	2.48	2.79	2.41	6.59	5.21	7.68	4.79	7.78	3.09	0
1.43	2.56	6.58	-0.367	4.37	-0.895	7.82	4.01	4.23	1.86	5.37	8.43	2.41	3.74	7.77	7.89	1.36	5.45	4.73	3.93	6.33	7.78	5.68	6.61	3.61	1
2.26	3.6	4.87	-0.00421	4.71	-1.44	7.11	5.35	4.88	2.02	6.06	9.36	3.54	3.24	6.98	6.38	2.22	5.44	3.78	7.05	4.25	7.4	7.63	8.4	3.79	1
2.73	4.32	5.39	0.147	3.81	-1.14	8.05	3.06	5.62	1.84	5.57	6.99	4.7	3.55	8.09	4.61	2.52	3.69	2.18	6.37	5.11	8.93	6.18	6.96	5.24	1
3.19	1.54	3.5	0.95	4.71	-1.17	8.71	3.71	6.6	2.21	4.16	9.38	2.45	3.63	7.16	6.67	1.23	3.19	3.22	7.38	6.26	8.48	6.44	7.77	3.36	0
3.69	1.65	7.2	3.18	6.63	-0.544	7.53	3.11	6.43	0.432	7.49	7.1	3.53	4.58	7.96	8.29	-0.0391	3.23	3.36	5.78	5.74	7.82	5.26	7.16	5.65	0
3.21	1.9	4.92	-0.0316	5.26	-0.093	8.51	4.67	5.58	-0.03	5.26	7.72	3.46	3.32	6.53	6.98	1.94	4.9	3.22	7.03	6.14	8.04	6.63	7.98	3.57	1
1.95	2.18	5.1	2.12	5.23	1	7.81	4.92	7.34	2.06	5.71	9.03	4.74	2.42	8.33	7.07	1.42	3.72	3.64	7.77	5.74	6.21	7.59	7.47	4.63	1
3.03	2.88	5.46	-0.473	5.31	1.74	8.1	2.74	5.19	1.2	5.41	6.07	3.59	3.33	7.67	7.53	3.31	4.5	3.21	7.74	6.91	4.56	4.68	6.62	4.48	0
2.02	2.29	4.1	-0.0769	3.59	-0.565	7.23	3.77	4.69	2.78	6.04	9.14	2.96	4.43	5.65	5.96	3.04	4.45	4.94	5.75	5.85	7.18	5.34	5.77	4.14	0
1.87	2.82	5.33	0.135	4.25	-0.661	8.45	3.13	5.27	1.46	6.23	8.03	3.68	4.18	7.56	6.37	0.28	2.3	2.84	8.34	5.8	6.97	3.43	7.69	5.63	0
1.59	3.12	4.93	0.367	3.36	1.74	7.78	5.41	4.54	2.14	7.27	7.54	2.68	5.19	6.51	6.82	0.648	2.52	3.32	6.33	5.38	7.33	4.46	6.65	4.38	1
4.37	2.32	6.81	1.2	5.02	0.096	7.64	4.02	5.43	2.01	6.04	10.8	3.27	2.92	5.48	5.26	3.36	4.61	3.67	6.52	4.24	8.09	6.26	6.58	4.11	0
4.91	1.33	4.67	0.0689	5.77	1.01	6.53	3.83	6.4	1.36	5.64	10.6	1.86	3.47	8.33	6.42	2.2	4.26	3.52	9.21	7.01	7.59	4.71	6.61	5.77	0
2.32	3.47	4.91	0.847	3.22	0.605	7.91	4.47	5.18	1.23	5.16	8.03	2.06	3.83	8.16	7	1.99	2.01	4.06	7.4	6.85	9.07	5.68	6.88	5.23	1
2.8	3.39	6.23	-0.81	5.5	-1.21	8.53	4.47	4.83	0.935	4.89	8.37	1.14	3.07	7.68	6.86	2.25	2.82	3.56	8.67	5.16	8.99	2.87	9.69	3.9	1
1.8	1.95	4.27	0.33	3.99	1.09	7.3	2.72	5.61	1.63	6.53	8.14	2.04	3.71	8.88	7.31	3.89	2.2	3.92	6.94	5.39	7.1	6.68	7.89	3.35	0
4.23	2.57	6.54	0.325	4.73	0.999	9.58	4.97	4.18	2.12	8.83	8.59	3.16	4.11	7.19	6.49	1.68	2.57	3.23	8.74	4.36	7.84	5.82	8.5	4.1	1
2.48	1.1	5.52	0.831	5.72	-0.191	9.82	3.39	6.01	2.77	4.91	8.89	1.8	2.49	7.83	7.86	2.63	4.28	2.24	5.87	5.6	7.08	5.25	7.49	4.39	0
3.91	2.29	5.03	0.671	4.94	-0.698	9.36	4.67	4.77	0.0296	5.8	9.59	4.29	4.53	8.54	5.86	3.9	4.01	3.05	8.08	4.68	6.36	5.18	7.3	5.18	1
2.45	1.79	3.89	1.88	4.96	-1.6	9.32	3.4	6.35	2.31	5.32	6.83	1.49	4.25	6.94	5.87	2.3	2.98	1.47	6.04	4	6.18	5.72	7.11	4.28	0
2.89	2.97	3.79	0.712	4.11	0.0302	8.8	2.97	7	0.851	6.63	8.73	3.32	3	6.53	6.32	2.16	6.42	3.28	7.73	5.19	6.93	5.83	7.54	5.61	0
3.33	2.53	6.56	0.409	3.65	-0.774	7.47	2.61	5.66	1.02	6.2	7.27	2.51	4.34	8.08	6.51	2.05	2.75	5.95	7.74	8.67	8.06	6.91	7.46	5.79	0
2.13	4.09	4.01	-0.533	5.77	0.956	8.68	2.72	4.6	3.05	8.12	8.98	3.14	4.13	6.82	7.31	2.7	3.7	3.85	6.5	6.78	5.46	5.6	6.09	4.11	1
2.81	1.83	6.06	-0.383	4.14	-1.38	7.63	2.99	6.57	1.46	6.32	9.07	2.88	4.97	8.23	7.32	0.777	3.05	4.79	6.84	5.67	7.46	2.77	8.31	3.73	0
1.23	4.05	5.92	0.983	5.18	1.75	8.42	3.55	6.7	1.11	7.26	8.55	2.01	4.26	7.78	5.93	2.4	3.97	1.66	6.52	5.45	9.47	4.9	7.79	6.35	1
4.72	0.578	4.76	0.687	6.11	-1.83	8.76	3	6.93	1.07	5.36	8.82	3.05	5.74	5.67	7.8	2.11	4.74	1.98	7.54	5.4	7	6.67	6.26	3.76	0
4.21	3.87	6.1	-0.191	4	-1.88	10	3.05	4.86	0.606	5.82	8.81	3.42	3.92	8.86	6.11	2.82	2.22	5.12	5.81	3.99	6.55	6.64	6.96	5.52	1
2.09	1.63	4.64	0.1	5.1	-2.41	6.4	3.59	5.8	-0.897	4.94	7.59	3.09	1.99	8.02	7.04	0.179	3.21	5.11	6.36	6.01	6.13	5.8	9.9	3.75	1
4.37	2.97	6.29	1.04	3.15	3.08	8.97	3.55	6.56	2.37	5.8	8.72	2.35	4.35	7.46	8.81	1.89	4.78	3.22	6.36	5.47	6.1	5.61	6.44	5.12	1
2.28	2.48	6.94	0.482	4.43	0.119	7.87	4.42	7.28	2.22	5.7	8.12	3.63	4.54	7.43	6.37	2.57	4.34	2.12	6.11	4.63	7.56	4.18	7.6	2.76	1
2.32	4.45	5.05	0.143	3.74	-0.218	7.65	5.37	5.52	2.42	7.02	5.4	1.55	6.09	9.55	8.19	2.64	2.82	4.28	7.01	6.09	6.19	4.45	7.25	4.94	1
2.98	1.92	4.95	0.593	2.99	-0.51	8.66	3.29	5.65	3.05	7.24	9.04	1.99	3.85	6.75	5.96	1.82	3.66	4.2	6.33	3.7	8.44	3.93	7.23	3.67	0
3.56	3.28	5.16	1.52	5.66	0.0452	8.35	4.02	7.62	0.119	7.26	9.17	3.16	3.29	9.18	6.76	1.66	4.27	5.63	8.02	6.46	6.77	5.26	7.3	4.67	1
0.525	3.25	6.72	1.66	4.23	-0.717	8.42	3.07	5.49	0.768	7.06	9.12	3.33	4.25	6.73	6.95	2.34	4.03	2.95	7.63	9.06	6.19	5.8	7.29	3.83	0
2.7	1.14	4.76	0.708	3.27	-1.44	9.42	3.47	6.08	1.64	7.46	9.58	1.95	4.24	7.53	7.14	3.9	4.79	2.8	5.99	8.04	9.07	5.12	7.65	2.55	0
5.79	3.6	6.49	2.1	1.29	0.0474	9.74	4.43	4.39	-0.349	6.5	8.44	2.32	1.84	9.73	6.41	2.21	2.79	4.47	6.73	5.52	6.67	7.01	6.01	4.98	1
3.58	4.74	4.02	-0.595	3.99	-2.18	7.93	4.21	5.29	2.01	4.58	7.77	2.48	3.89	7.44	7.19	0.6	3.27	5.19	7.3	5.55	6.52	4.25	7.55	3.02	1
3.19	1.75	5.67	0.197	5.64	-0.544	8.26	2.86	4.68	1.72	6.08	9.21	1.02	3.73	7.7	7.11	2.71	3.55	4.41	7.87	5.23	5.74	4.29	8.37	5.38	0
4.09	3.59	6.04	1.82	5.23	-0.302	8.63	3.3	5.52	2.59	6.44	9.09	2.91	4.98	7.96	6.26	0.798	4.25	3.22	5.78	3.76	5.74	5.18	9.21	2.16	1
3.9	2.34	6.04	0.425	5.8	-0.997	8.04	2.4	7.23	3.15	6.49	10.4	2.54	2.11	6.12	6.99	3.4	3.31	3.2	8.14	5.53	7.3	6.38	8.88	4.03	0
5	4.16	4.66	-0.176	3.85	1.19	8.69	3.12	5.51	2.52	6.21	9	2.7	3.61	8.08	7.72	4.22	3.69	3.84	7.08	3.97	7.46	4.8	8.98	3.48	1
5.8	4.13	4.24	0.932	3.29	1.2	9.15	5.02	4.95	-0.852	5.97	8.04	4.4	4.56	8.34	7.59	3.5	3.08	2.9	6.46	4.52	7.98	7.55	7.5	5.41	1
3.52	2.25	3.77	1.95	3.24	-0.473	7.04	3.81	5.23	2.7	7.38	8.67	3.71	2.96	6.39	7.43	1.71	3.61	4.87	7.05	5.24	7.21	5.61	8.66	1.78	0
3.4	2.81	6.32	2.49	3.76	-0.194	8.33	3.96	6.33	2.42	5.11	8.18	3.03	3.58	7.08	7.92	2.99	4.79	2.79	5.89	6.57	7.74	5.87	7.41	4.65	1
1.57	1.67	3.75	0.805	3.76	0.11	5.87	2.66	5.25	0.386	5.92	8.39	2.03	3.23	8.38	7.24	2.13	2.24	2.99	5.93	5.43	6.62	5.17	8.13	4.38	0
0.384	2.94	5.45	0.681	4.98	0.544	7.37	4.21	6.66	2.16	6.16	10.1	3.91	3.92	8.91	5.89	3.01	3.5	1.97	4.71	5.72	6.8	4.74	6.37	2.13	1
4.11	4	4.76	0.389	6.22	-0.968	7.11	2.49	5.33	0.821	6.48	9	2.51	4.74	7.13	8.62	-0.572	2.75	2.44	4.35	4.63	5.67	5.08	8.22	4.62	1
2.47	3.5	6.74	0.889	5.3	1.09	7.8	4.69	6.45	1.33	6.7	7.36	3.25	4.72	6.72	5.51	1.89	4.37	3.73	7.1	5.63	6.04	5.39	7.59	4.67	1
3.7	3.37	6.48	1.68	5.54	0.637	8.22	2.66	5.03	1.53	8.37	9.63	1.32	4.13	8.21	6.06	1.99	1.67	2.87	6.58	4.45	7.36	4.06	7.81	5.93	0
3.77	3.47	4.77	-0.663	5.1	1.2	9.54	3.67	5.51	1.27	6.39	8.04	2.41	4.71	6.51	6.95	1.56	5.22	5.61	8.22	5.16	6.55	5.59	6.98	4.6	1
3.62	3.58	6.8	-0.298	3.52	0.986	7.99	3.24	5.56	2.07	4.97	8.07	2.25	4.99	8.13	8.11	1.25	4.63	1.65	7.09	6.48	7.4	5.18	9.24	5.87	1
2.74	3.03	4.84	0.801	4.47	0.0991	7.1	2.27	5.68	2.53	7.76	7.95	3.6	4.48	7.31	3.9	0.851	3.95	3.35	6.83	4.97	6.34	6.2	5.32	3.15	0
2.29	2.5	6.78	0.124	4.04	-0.997	7.45	2.84	6.87	1.88	6.27	9.25	3.22	4.28	8.35	6.59	2.59	3.54	4.95	6.34	5.86	5.79	6.03	7.42	4.27	0
1.31	3.95	6.26	0.0574	4.78	1.1	8.53	1.65	5.85	2.99	4.47	8.61	2.26	5.14	5.79	7.25	1.3	4.17	5.54	6.48	6.74	8.09	5.66	7.85	5.92	0
2.82	2.33	4.78	0.606	4.87	1.93	7.59	4.21	5.97	2.54	6.67	9.12	3.88	4.24	8.12	7.44	1.79	1.79	3.19	7.61	4.93	5.68	2.95	7.35	4.03	1
3.87	1.76	6.07	-0.563	3.29	0.467	9.27	3.19	3.99	3.08	8.34	9.48	2.04	2.45	8.36	5.49	3.71	3.08	2.79	6.52	5.57	7.22	8.59	6.8	6.24	0
4.62	2.13	5.29	2.2	5.64	0.623	8.19	4.37	6.39	1.72	5.73	9.15	3.01	4.63	6.64	5.38	3.78	4.78	2.74	6.66	7.29	6.25	5.65	7.69	5.23	1
2.48	3.2	6.88	-0.864	5.29	-0.868	7.6	2.92	5.86	1.2	4.66	9.08	0.816	4.69	7.84	5.83	3.19	2.93	5.03	6.11	5.27	7.89	5.14	7.49	5.38	0
3.4	3.57	6.48	0.0575	4.59	1.87	9.03	4.15	5.65	1.97	6.95	8.5	5.67	4.42	9.58	7.34	0.949	2.76	3.47	7.7	4.31	8.03	4.12	8.16	5.25	1
2.22	3.08	6.59	-1.24	7.16	1.14	8.6	3.12	6.66	2.16	6.41	9.44	1.31	4.12	6.72	5.85	2.88	4.07	2.41	7.03	6.08	6.93	5.7	7.3	4.24	0
2.34	1.79	6.46	0.682	4.95	-1.54	7.96	5.58	5.91	0.355	6.75	10.7	3.59	2.57	7.77	6.8	0.952	4.14	2.33	7.35	5.05	7.2	4.32	6.22	5.91	1
